Participants,Age,Sexe,isMusician,Modalite,Question,Item,Filename,Musician,Express,Social,Zoom,Intensity,Authenticity,Nostalgie,Tristesse,Joie,Transcendance,Tension,Emerveillement,Serenite,Tendresse,Pouvoir,Tete,Buste,BrasDroit,BrasGauche,Hanche,Jambes,Corps
wmbbggmz_1401582498,33,woman,melo,2,2,22,1_2_1_1,As,conc,abs,zoom1,44,34,27,21,0,0,0,0,0,0,0,4,0,3,5,0,0,2
wmbbggmz_1401582498,33,woman,melo,2,2,23,3_1_1_1,He,met,abs,zoom1,60,48,27,27,0,0,0,0,0,0,0,4,0,3,5,0,0,2
wmbbggmz_1401582498,33,woman,melo,2,2,24,3_3_1_2,He,emph,abs,zoom2,64,20,7,8,0,0,0,0,0,0,0,4,0,3,5,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,1,2_1_2_1,Ca,met,nat,zoom1,7,16,21,17,0,0,0,0,0,11,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,47,48,10,20,20,0,0,19,44,40,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,56,64,44,40,0,0,0,42,45,44,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,75,79,41,49,0,0,0,46,80,70,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,61,53,46,34,0,0,0,25,33,29,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,3,2,0,0,0,0,10,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,70,61,22,25,16,0,0,38,38,35,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,11,12,4,4,0,0,12,0,3,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,20,19,6,0,0,0,12,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,9,62,0,0,0,0,3,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,11,4_1_1_1,St,met,abs,zoom1,6,11,3,3,0,0,0,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,49,51,8,15,0,0,10,24,27,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,46,62,22,24,0,0,38,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,57,72,38,34,0,15,0,40,42,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,22,18,0,0,0,0,32,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,42,41,24,21,0,0,0,0,24,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,57,66,33,28,0,0,37,41,35,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,81,87,34,34,45,38,0,42,35,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,19,3_3_2_1,He,emph,nat,zoom1,45,16,15,0,0,0,67,0,0,0,36,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,20,4_1_2_1,St,met,nat,zoom1,24,4,14,16,0,0,0,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,21,3_2_1_2,He,conc,abs,zoom2,44,44,18,0,0,0,24,0,0,0,15,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,22,1_2_1_1,As,conc,abs,zoom1,39,53,23,22,30,0,0,0,0,0,31,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,23,3_1_1_1,He,met,abs,zoom1,10,6,0,0,0,0,4,0,0,0,0,1,0,2,2,0,0,2
wtifjaay_1401451834,26,man,mus,2,1,24,3_3_1_2,He,emph,abs,zoom2,28,6,0,0,9,0,5,0,0,0,44,1,0,2,2,0,0,2
xkmaduxn_1401884046,28,woman,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,60,49,29,21,0,15,16,0,11,5,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,46,82,33,19,0,13,0,11,10,12,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,36,57,17,17,0,7,0,10,0,8,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,64,77,33,25,0,10,0,0,10,22,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,30,28,7,7,0,0,10,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,8,10,0,0,0,0,0,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,36,38,18,15,0,13,0,8,9,8,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,20,17,6,8,0,0,6,0,6,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,56,61,24,23,0,19,0,18,12,12,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,16,11,11,11,0,0,17,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,11,4_1_1_1,St,met,abs,zoom1,8,13,0,0,0,0,12,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,30,25,21,20,0,0,5,0,0,22,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,35,48,30,26,0,12,0,18,12,14,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,56,60,38,38,0,22,0,23,14,29,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,11,6,0,0,0,0,23,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,16,1_3_2_1,As,emph,nat,zoom1,28,20,12,12,0,0,7,0,0,7,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,17,3_2_2_2,He,conc,nat,zoom2,29,36,20,19,0,14,3,14,16,16,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,38,53,30,30,0,13,4,12,25,31,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,60,73,44,45,8,27,0,25,43,44,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,11,4,0,0,0,0,17,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,17,19,11,13,0,0,4,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,29,35,32,33,0,0,0,9,7,7,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,6,5,0,0,0,0,18,0,0,0,0,8,0,6,8,0,1,6
xkmaduxn_1401884046,28,woman,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,37,30,19,19,0,6,0,7,18,30,0,8,0,6,8,0,1,6
xrggcsxx_1401460286,34,woman,melo,2,2,1,2_1_2_1,Ca,met,nat,zoom1,81,86,44,73,0,0,47,9,0,6,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,84,81,29,71,0,0,10,0,0,4,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,81,84,33,62,0,0,0,0,0,18,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,4,4_2_2_1,St,conc,nat,zoom1,74,78,29,69,0,0,0,0,0,7,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,5,4_2_1_1,St,conc,abs,zoom1,74,74,27,69,0,0,0,0,0,28,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,6,1_1_2_1,As,met,nat,zoom1,0,76,21,76,0,0,0,0,0,12,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,80,84,26,69,0,0,0,0,0,15,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,8,3_1_2_2,He,met,nat,zoom2,70,79,17,71,0,0,0,0,0,9,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,9,4_3_2_1,St,emph,nat,zoom1,74,82,15,71,0,0,0,0,0,8,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,10,2_1_1_1,Ca,met,abs,zoom1,77,83,13,79,0,0,0,0,0,5,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,12,1_2_2_1,As,conc,nat,zoom1,80,79,15,73,0,0,0,0,0,9,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,13,1_3_1_1,As,emph,abs,zoom1,77,80,9,81,0,0,0,0,0,8,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,14,4_3_1_1,St,emph,abs,zoom1,78,84,15,76,0,0,0,0,0,8,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,15,1_1_1_1,As,met,abs,zoom1,77,77,13,83,0,0,0,0,0,7,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,16,1_3_2_1,As,emph,nat,zoom1,80,76,13,78,0,0,0,0,0,4,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,17,3_2_2_2,He,conc,nat,zoom2,82,81,13,76,0,0,0,0,0,5,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,83,85,8,77,0,0,0,0,0,7,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,19,3_3_2_1,He,emph,nat,zoom1,82,83,8,82,0,0,0,0,0,9,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,20,4_1_2_1,St,met,nat,zoom1,80,81,13,82,0,0,0,0,0,4,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,21,3_2_1_2,He,conc,abs,zoom2,82,81,11,82,0,0,0,0,0,5,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,22,1_2_1_1,As,conc,abs,zoom1,85,82,8,80,0,0,0,0,0,26,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,23,3_1_1_1,He,met,abs,zoom1,80,81,11,76,0,0,0,0,0,7,0,0,0,0,0,0,0,0
xrggcsxx_1401460286,34,woman,melo,2,2,24,3_3_1_2,He,emph,abs,zoom2,80,85,9,82,0,0,0,0,0,10,0,0,0,0,0,0,0,0
zjrnkzzo_1401622820,30,man,melo,2,2,1,2_1_2_1,Ca,met,nat,zoom1,58,60,77,52,0,0,0,0,50,66,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,58,42,72,58,0,0,0,0,17,16,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,45,28,38,38,0,0,0,0,35,7,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,4,4_2_2_1,St,conc,nat,zoom1,53,33,25,25,0,0,1,0,17,15,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,5,4_2_1_1,St,conc,abs,zoom1,61,34,14,13,0,0,0,0,11,15,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,6,1_1_2_1,As,met,nat,zoom1,30,0,0,0,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,52,41,14,15,0,0,0,8,9,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,8,3_1_2_2,He,met,nat,zoom2,44,8,13,14,0,0,0,0,10,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,9,4_3_2_1,St,emph,nat,zoom1,57,54,11,11,0,0,0,9,12,16,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,10,2_1_1_1,Ca,met,abs,zoom1,17,10,4,4,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,11,4_1_1_1,St,met,abs,zoom1,12,32,4,4,0,0,0,0,4,4,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,12,1_2_2_1,As,conc,nat,zoom1,24,36,4,5,0,0,0,0,5,5,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,13,1_3_1_1,As,emph,abs,zoom1,46,35,6,6,0,0,0,3,4,3,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,14,4_3_1_1,St,emph,abs,zoom1,41,40,2,3,0,0,0,0,2,3,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,15,1_1_1_1,As,met,abs,zoom1,11,6,0,0,0,0,0,0,0,0,2,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,16,1_3_2_1,As,emph,nat,zoom1,23,44,3,14,0,0,0,3,4,22,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,17,3_2_2_2,He,conc,nat,zoom2,34,3,0,0,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,42,0,0,4,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,19,3_3_2_1,He,emph,nat,zoom1,39,0,10,11,0,0,0,0,7,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,20,4_1_2_1,St,met,nat,zoom1,18,0,5,6,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,21,3_2_1_2,He,conc,abs,zoom2,38,20,3,3,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,22,1_2_1_1,As,conc,abs,zoom1,13,8,0,3,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,23,3_1_1_1,He,met,abs,zoom1,8,5,0,0,0,0,0,0,0,0,0,6,0,1,7,0,9,2
zjrnkzzo_1401622820,30,man,melo,2,2,24,3_3_1_2,He,emph,abs,zoom2,31,24,0,0,0,0,0,0,9,0,0,6,0,1,7,0,9,2
ztbaitmr_1401355710,22,woman,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,31,31,86,74,8,8,4,16,23,7,1,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,44,61,57,38,4,22,32,2,5,4,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,28,22,82,85,0,8,16,0,6,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,53,63,77,92,0,26,30,0,8,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,60,64,30,17,3,0,25,4,15,26,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,69,60,26,30,4,0,18,0,10,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,71,83,66,56,0,21,38,0,0,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,63,69,36,65,15,11,31,10,0,36,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,34,28,21,6,0,4,3,2,16,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,25,12,13,3,0,4,2,0,0,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,52,78,59,47,0,14,13,3,35,9,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,57,58,21,29,7,35,43,4,17,0,11,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,35,27,26,33,0,0,9,0,4,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,41,20,14,17,0,6,0,0,9,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,16,1_3_2_1,As,emph,nat,zoom1,57,65,42,36,0,11,22,0,9,11,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,17,3_2_2_2,He,conc,nat,zoom2,62,79,42,45,2,21,13,0,43,30,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,79,92,33,36,26,18,0,27,34,38,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,19,3_3_2_1,He,emph,nat,zoom1,74,80,35,26,47,36,4,22,33,30,6,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,20,4_1_2_1,St,met,nat,zoom1,41,31,37,29,0,5,6,0,7,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,21,3_2_1_2,He,conc,abs,zoom2,50,43,56,38,0,5,6,0,6,0,9,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,22,1_2_1_1,As,conc,abs,zoom1,36,22,27,18,0,2,19,0,0,0,0,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,23,3_1_1_1,He,met,abs,zoom1,36,14,15,15,0,3,7,0,0,0,6,3,0,1,1,0,3,5
ztbaitmr_1401355710,22,woman,melo,2,1,24,3_3_1_2,He,emph,abs,zoom2,74,95,66,58,22,12,21,21,8,24,0,3,0,1,1,0,3,5
